LINTANG,BUJUR,MONTH,DAY,YEAR
3.73,127.34,1,1,2009
-6.84,130.22,1,1,2009
1.45,120.74,1,1,2009
1.52,122.01,1,1,2009
-8.44,116.17,1,1,2009
1.41,122,1,1,2009
9.37,124.14,1,1,2009
-7.17,108.44,1,1,2009
0.65,100.99,1,1,2009
-4.32,119.56,1,1,2009
-4.41,101.11,1,1,2009
-2,138.71,1,1,2009
-3.09,139.91,1,1,2009
-2.92,139.83,1,1,2009
-4.43,101.05,1,1,2009
-2.85,139.89,1,1,2009
-2.46,126.83,1,2,2009
-2.25,121.14,1,2,2009
32.54,138.15,1,2,2009
9.42,125.3,1,2,2009
-6.65,113.91,1,2,2009
-7.18,113.74,1,2,2009
-6.5,128.38,1,2,2009
0.94,121.66,1,2,2009
-7.74,106.96,1,2,2009
-2.09,121,1,2,2009
-0.05,123,1,2,2009
-7.02,124.4,1,2,2009
0.48,122.61,1,2,2009
-2.62,121.73,1,2,2009
3.45,97.35,1,2,2009
1.32,126.27,1,2,2009
-11.61,166.61,1,2,2009
0.84,123.17,1,2,2009
-0.63,122.23,1,3,2009
-2.74,119.74,1,3,2009
2.6,128.19,1,3,2009
-2.23,121.24,1,3,2009
-7.02,106.53,1,3,2009
-24.57,-174.9,1,3,2009
0.52,124.01,1,3,2009
-2.48,139.03,1,3,2009
2.8,125.29,1,3,2009
3.6,125.64,1,3,2009
1.32,121.75,1,3,2009
-1.95,128.58,1,3,2009
-7.73,128.53,1,3,2009
-12.48,166.7,1,3,2009
6.73,123.68,1,3,2009
-6.25,119.84,1,3,2009
-5.04,145.12,1,3,2009
-0.42,132.93,1,3,2009
-6.79,105.11,1,3,2009
-0.56,132.85,1,3,2009
-1.38,132.18,1,3,2009
-0.39,133.47,1,3,2009
-0.25,133.77,1,3,2009
-9.18,129.35,1,3,2009
-8.32,119.59,1,3,2009
36.3,70.86,1,3,2009
-0.45,104.59,1,3,2009
1.37,134.44,1,3,2009
-0.92,132.51,1,3,2009
0.28,133.1,1,3,2009
-1.19,129.85,1,3,2009
-26.3,-64.24,1,3,2009
0.47,133.23,1,3,2009
1.7,135.06,1,3,2009
-0.72,131.43,1,3,2009
1.36,111.08,1,3,2009
-5.37,114.73,1,3,2009
-15.64,112.67,1,3,2009
-0.41,132.97,1,3,2009
-0.52,132.64,1,3,2009
24.55,121.12,1,3,2009
0.19,132.86,1,3,2009
-1.53,131.32,1,3,2009
-0.7,132.01,1,3,2009
-0.83,133.38,1,3,2009
-0.75,132.01,1,3,2009
-0.8,133.05,1,3,2009
-0.36,133.58,1,3,2009
-5.2,141.98,1,3,2009
-0.2,133.01,1,3,2009
-0.69,133.12,1,3,2009
-0.45,133.55,1,3,2009
-2.82,134.07,1,3,2009
-1.17,131.17,1,3,2009
-0.91,133.25,1,4,2009
-0.27,133.13,1,4,2009
-0.29,132.74,1,4,2009
-9.42,111.25,1,4,2009
-1.44,133.82,1,4,2009
-0.66,132.25,1,4,2009
-0.72,133.59,1,4,2009
-1.4,131.81,1,4,2009
-6.66,105.95,1,4,2009
-0.74,132.69,1,4,2009
-0.75,133.48,1,4,2009
-0.55,133.12,1,4,2009
-0.22,133.81,1,4,2009
-0.87,132.1,1,4,2009
-0.17,133.03,1,4,2009
-0.68,133.1,1,4,2009
-0.9,133.68,1,4,2009
-0.28,132.82,1,4,2009
-0.98,133.59,1,4,2009
-0.42,136.74,1,4,2009
4.46,126.93,1,4,2009
-0.96,133.6,1,4,2009
-0.51,132.52,1,4,2009
-0.27,132.97,1,4,2009
-0.48,133.61,1,4,2009
-0.31,132.7,1,4,2009
-0.11,133.23,1,4,2009
-0.71,133.52,1,4,2009
-0.87,133.32,1,4,2009
-0.41,132.32,1,4,2009
-0.65,132.98,1,4,2009
-0.63,132.49,1,4,2009
-1.6,132.06,1,4,2009
-0.54,132.85,1,4,2009
2.39,133.08,1,4,2009
-1.65,129.85,1,4,2009
-1.55,129.96,1,4,2009
-0.05,132.96,1,4,2009
-8.17,110.37,1,4,2009
-1.44,130.46,1,4,2009
-0.46,133.55,1,4,2009
-0.42,133.23,1,4,2009
-0.16,133.03,1,4,2009
-0.76,133.3,1,4,2009
0.94,130.81,1,4,2009
-1.21,133.9,1,4,2009
-0.1,133.3,1,4,2009
-0.59,133.65,1,4,2009
-0.53,132.78,1,4,2009
-0.42,132.67,1,4,2009
-0.64,133.93,1,4,2009
-2.51,139.52,1,4,2009
-0.59,132.54,1,4,2009
-0.5,133.41,1,4,2009
1.16,121.69,1,4,2009
-0.59,132.56,1,4,2009
-0.67,132.89,1,4,2009
-0.94,133.27,1,4,2009
-0.37,132.83,1,4,2009
-0.36,132.83,1,4,2009
-0.91,131.58,1,4,2009
-0.09,132.92,1,4,2009
-0.96,133.42,1,4,2009
-0.62,134.03,1,4,2009
-0.29,132.93,1,4,2009
-0.5,132.44,1,4,2009
-0.38,132.76,1,4,2009
-0.31,132.88,1,4,2009
-0.79,133.64,1,4,2009
-0.39,132.55,1,4,2009
-0.92,133.96,1,4,2009
-0.73,133.59,1,4,2009
-0.39,132.64,1,4,2009
-0.66,133.39,1,4,2009
-0.56,132.93,1,4,2009
-0.14,132.91,1,4,2009
-0.46,132.63,1,4,2009
-0.33,133.06,1,4,2009
-0.17,132.59,1,4,2009
2.12,128.45,1,4,2009
-0.65,133.28,1,4,2009
-0.71,133.33,1,4,2009
-1.17,131.82,1,4,2009
-0.31,132.48,1,4,2009
-0.24,132.82,1,4,2009
-0.68,133.74,1,4,2009
-0.17,132.74,1,4,2009
0.01,133.14,1,4,2009
0.01,133.28,1,4,2009
0.42,134.89,1,4,2009
-0.8,133.25,1,4,2009
-0.08,132.41,1,4,2009
-0.17,133.05,1,4,2009
-0.9,132.93,1,4,2009
-0.03,132.9,1,4,2009
-0.43,132.64,1,4,2009
-0.81,133.3,1,4,2009
0.26,100.32,1,4,2009
1.26,121.53,1,4,2009
-9.57,118.94,1,4,2009
2.56,124.16,1,4,2009
-0.23,133.61,1,4,2009
-0.18,132.72,1,4,2009
-0.39,134.16,1,4,2009
-0.88,134.23,1,4,2009
1.15,133.72,1,4,2009
-2.67,131.58,1,4,2009
6.53,94.35,1,4,2009
-3.62,118.97,1,4,2009
-0.67,133.62,1,4,2009
20.16,147.58,1,4,2009
-0.21,133.04,1,4,2009
-2.17,99.42,1,4,2009
36.45,70.88,1,4,2009
8.14,95.8,1,4,2009
-4.07,118.58,1,4,2009
-0.69,133.44,1,4,2009
-0.51,132.86,1,4,2009
-0.01,132.09,1,5,2009
-1.19,130.91,1,5,2009
-0.39,132.43,1,5,2009
0.04,133.42,1,5,2009
-1.44,133.95,1,5,2009
-2.47,133.51,1,5,2009
-0.59,133.04,1,5,2009
-0.35,133.45,1,5,2009
-8.36,107.98,1,5,2009
-0.66,132.78,1,5,2009
-0.77,133.25,1,5,2009
-1.63,131.92,1,5,2009
-0.58,132.79,1,5,2009
-0.43,133.15,1,5,2009
-0.89,131.3,1,5,2009
-0.87,133.09,1,5,2009
-0.14,133,1,5,2009
-1.35,131.17,1,5,2009
-1.95,130.52,1,5,2009
-1.84,130.97,1,5,2009
-0.81,133.13,1,5,2009
-0.41,132.86,1,5,2009
-0.74,133.13,1,5,2009
3.86,138.71,1,5,2009
-0.68,133.6,1,5,2009
-0.48,132.63,1,5,2009
-0.54,132.85,1,5,2009
-1.23,135.39,1,5,2009
-0.4,132.35,1,5,2009
-7.92,111.19,1,5,2009
-0.52,132.89,1,5,2009
-0.34,132.83,1,5,2009
-0.53,132.83,1,5,2009
-6.27,105.99,1,5,2009
-0.76,133.35,1,5,2009
-1.33,131.65,1,5,2009
-0.75,133.19,1,5,2009
-10.52,111.12,1,5,2009
-0.51,132.85,1,5,2009
-0.77,133.28,1,5,2009
-0.68,133.57,1,5,2009
-1.81,130.09,1,5,2009
-0.43,131.88,1,5,2009
-0.63,133.05,1,5,2009
4.94,94.71,1,5,2009
-0.1,126.2,1,5,2009
-0.95,133.47,1,5,2009
-0.64,133.36,1,5,2009
-1.53,141.08,1,5,2009
-0.86,133.26,1,5,2009
-3.66,100.48,1,5,2009
-0.22,132.06,1,5,2009
2.89,126.41,1,5,2009
-0.15,132.53,1,5,2009
-0.81,133.31,1,5,2009
-0.6,132.12,1,5,2009
-0.78,133.27,1,5,2009
-0.61,131.84,1,5,2009
-0.58,133.36,1,5,2009
-0.93,133.15,1,5,2009
-0.96,133.22,1,5,2009
-0.57,133.13,1,5,2009
-0.57,133.15,1,5,2009
-27.61,-177.33,1,5,2009
-1.89,131.1,1,5,2009
37.64,142.81,1,5,2009
-0.4,131.96,1,6,2009
-0.56,133.17,1,6,2009
-1.16,132.01,1,6,2009
-0.28,132.29,1,6,2009
-1.12,133.51,1,6,2009
-3.54,128.79,1,6,2009
-0.75,133.52,1,6,2009
1.74,122.13,1,6,2009
-3.46,127.34,1,6,2009
-1.97,129.77,1,6,2009
-0.73,133.37,1,6,2009
-0.73,133.24,1,6,2009
-0.79,133.58,1,6,2009
-0.72,133.45,1,6,2009
-1.44,129.51,1,6,2009
-1.99,130.23,1,6,2009
-11.2,112.66,1,6,2009
-0.21,132.97,1,6,2009
-10.96,112.76,1,6,2009
0.83,126.24,1,6,2009
-0.74,133.35,1,6,2009
-7.34,122.29,1,6,2009
-0.25,132.99,1,6,2009
-0.06,131.9,1,6,2009
0.7,133.86,1,6,2009
-0.55,132.74,1,6,2009
0.59,121.98,1,6,2009
-7.88,107.32,1,6,2009
2.57,131.56,1,6,2009
-0.79,132.57,1,6,2009
-6.65,104.04,1,6,2009
-8.12,107.93,1,6,2009
-8.12,107.98,1,6,2009
-0.27,132.8,1,6,2009
-2.22,139.13,1,6,2009
-0.56,132.77,1,6,2009
1.85,116.93,1,6,2009
-8.46,112.02,1,6,2009
0.05,125.3,1,6,2009
0.25,99.92,1,6,2009
-0.44,132.53,1,6,2009
-8.34,132.09,1,6,2009
-1.35,131.92,1,6,2009
-6.83,129.74,1,6,2009
-0.74,132.99,1,6,2009
-0.61,132.95,1,6,2009
-0.81,133.27,1,6,2009
0.44,133.57,1,6,2009
-4.92,102.88,1,6,2009
-0.54,132.15,1,6,2009
-9.55,112.67,1,6,2009
-2.3,131.01,1,6,2009
-0.82,133.46,1,6,2009
-1.35,129.96,1,7,2009
-3.35,128.03,1,7,2009
2.51,95.9,1,7,2009
2.48,95.91,1,7,2009
-0.72,133.24,1,7,2009
-0.01,131.91,1,7,2009
1.61,127.16,1,7,2009
-2,129.81,1,7,2009
-0.67,133.43,1,7,2009
-0.78,133.47,1,7,2009
-9.56,123.73,1,7,2009
-0.49,132.43,1,7,2009
2.23,127.25,1,7,2009
-1.56,129.97,1,7,2009
-32.27,-179.29,1,7,2009
-4.05,135.78,1,7,2009
-0.59,133.18,1,7,2009
0.5,133.06,1,7,2009
-0.33,132.84,1,7,2009
-5.86,130.75,1,7,2009
-0.79,133.66,1,7,2009
0.59,121.02,1,7,2009
-1.73,131.16,1,7,2009
-0.35,133.03,1,7,2009
-20.54,-179.22,1,7,2009
-6.08,130.7,1,7,2009
-14.53,143.6,1,7,2009
3.71,125.12,1,7,2009
-7.72,132.95,1,7,2009
-0.52,132.82,1,7,2009
-0.21,132.6,1,7,2009
-0.62,131.84,1,7,2009
-1.35,130.82,1,7,2009
0.47,126.59,1,7,2009
-0.74,132.72,1,7,2009
-0.41,132.46,1,7,2009
-1.11,131.47,1,7,2009
-0.8,131.32,1,7,2009
-0.88,131.32,1,7,2009
-0.94,131.22,1,7,2009
-8.17,115.24,1,7,2009
-0.54,132.28,1,7,2009
0.3,132.23,1,7,2009
-0.9,131.19,1,7,2009
-4.27,129.36,1,7,2009
-1.07,131.2,1,7,2009
-7.24,105.18,1,7,2009
-0.63,131.43,1,7,2009
-1.28,132,1,7,2009
-0.37,131.64,1,7,2009
-0.76,133.08,1,7,2009
-0.26,132.95,1,8,2009
-6.66,118.78,1,8,2009
-3.84,128.61,1,8,2009
-0.12,123.58,1,8,2009
2.03,96.76,1,8,2009
-1.01,132.71,1,8,2009
-3.05,127.95,1,8,2009
-9.66,119,1,8,2009
7.5,92.3,1,8,2009
-0.68,132.99,1,8,2009
-0.69,133.61,1,8,2009
-2.95,119.57,1,8,2009
-0.23,132.94,1,8,2009
-0.79,133.3,1,8,2009
3.26,99.5,1,8,2009
2.27,133.54,1,8,2009
-0.56,133.12,1,8,2009
-1.57,132.07,1,8,2009
-0.23,131.66,1,8,2009
2.49,97.36,1,8,2009
-4.79,153.35,1,8,2009
-8.98,114.65,1,8,2009
2.73,99.1,1,8,2009
-0.77,133.62,1,9,2009
-0.53,132.42,1,9,2009
4.95,128.06,1,9,2009
-0.79,131.96,1,9,2009
-0.85,131.95,1,9,2009
10.47,57,1,9,2009
-1.17,130.45,1,9,2009
-1,129.49,1,9,2009
-10.11,110.31,1,9,2009
-0.78,133.14,1,9,2009
-2.67,139.64,1,9,2009
-0.44,132.69,1,9,2009
-2.07,99.51,1,9,2009
-0.51,133.31,1,9,2009
15.86,119.43,1,9,2009
-3.18,126.7,1,9,2009
-1.64,119.65,1,9,2009
-4.52,152.61,1,9,2009
-3.11,130.3,1,9,2009
-11.94,118.34,1,9,2009
-5,120.91,1,9,2009
-6.33,130.35,1,9,2009
-0.64,133.78,1,9,2009
-0.46,132.48,1,9,2009
-1.04,127,1,9,2009
-1.05,126.9,1,9,2009
-0.37,132.34,1,10,2009
0.56,126.17,1,10,2009
3.81,95.92,1,10,2009
-34.99,178.37,1,10,2009
-0.14,132.83,1,10,2009
-1.36,130.2,1,10,2009
-0.57,133.5,1,10,2009
-1.07,133.97,1,10,2009
-9,113.99,1,10,2009
-0.07,132.79,1,10,2009
-1.67,139.13,1,10,2009
-0.54,132.77,1,10,2009
-0.62,133.26,1,11,2009
-0.56,132.54,1,11,2009
-0.49,131.82,1,11,2009
-0.56,132.72,1,11,2009
-0.58,132.77,1,11,2009
-8.01,121.39,1,11,2009
-4.17,127.62,1,11,2009
-1.75,130.06,1,11,2009
-0.03,123.47,1,11,2009
-0.55,132.6,1,11,2009
0.67,125.99,1,11,2009
-0.51,132.64,1,11,2009
-6.33,147.8,1,11,2009
-0.92,133.57,1,11,2009
-1.39,101.59,1,11,2009
-0.72,133.07,1,11,2009
6.39,126.89,1,11,2009
-0.7,132.7,1,11,2009
6.42,126.68,1,11,2009
-1.81,99.48,1,11,2009
-0.52,132.78,1,11,2009
-6.22,105.94,1,11,2009
-0.68,133.67,1,11,2009
1.43,99.03,1,12,2009
-2.44,130.15,1,12,2009
3.39,96.06,1,12,2009
-0.63,132.8,1,12,2009
-5.39,103.22,1,12,2009
1.48,97.84,1,12,2009
1.75,121.22,1,12,2009
-2.35,130.17,1,12,2009
-1.84,130.57,1,12,2009
0.28,122.14,1,12,2009
-0.19,126.21,1,12,2009
-1.68,139.1,1,12,2009
5.92,95.49,1,12,2009
-1.17,123.21,1,12,2009
-0.04,132.75,1,12,2009
-0.46,133.24,1,12,2009
-8.35,108.49,1,12,2009
-0.02,124.86,1,12,2009
-5.61,129.13,1,12,2009
2.83,95.5,1,12,2009
2.61,125.59,1,13,2009
-13.66,66.1,1,13,2009
-9.79,74.21,1,13,2009
-5.56,106.08,1,13,2009
-12.83,119.35,1,13,2009
-10.03,117.7,1,13,2009
35.7,26.51,1,13,2009
-0.36,132.44,1,13,2009
-0.32,133.27,1,13,2009
-0.88,131.39,1,13,2009
-2.08,99.46,1,13,2009
-0.82,100.65,1,13,2009
-8.38,116.22,1,13,2009
-0.75,133.44,1,13,2009
3.68,126.66,1,13,2009
-0.06,132.1,1,13,2009
1.46,121.66,1,13,2009
1.38,121.83,1,13,2009
0.15,133.51,1,13,2009
3.66,126,1,13,2009
-0.51,131.96,1,13,2009
-0.72,133.27,1,13,2009
-1.99,99.89,1,13,2009
1.35,122.14,1,13,2009
-1.84,130.77,1,13,2009
-0.77,133.19,1,13,2009
-6.93,130.16,1,13,2009
1.19,99.29,1,13,2009
-8.2,106.78,1,13,2009
-0.77,133.18,1,14,2009
-0.05,132.9,1,14,2009
-0.5,132.76,1,14,2009
4.02,95.95,1,14,2009
-0.67,133.25,1,14,2009
-0.63,133,1,14,2009
-6.58,155.46,1,14,2009
-3.65,128.64,1,14,2009
-0.15,133.06,1,14,2009
-0.53,132.89,1,14,2009
52.34,159.2,1,14,2009
-0.78,132.75,1,14,2009
-0.18,132.24,1,14,2009
-4,129.2,1,14,2009
-0.83,133.25,1,14,2009
1.42,127.02,1,14,2009
-1.19,123.75,1,14,2009
-7.87,118.69,1,14,2009
-0.53,133.3,1,14,2009
-0.8,133.49,1,14,2009
-0.32,133.21,1,14,2009
-0.5,133.02,1,14,2009
-2.59,127.44,1,14,2009
31.44,103.17,1,14,2009
-0.34,132.28,1,14,2009
-8.14,116.89,1,14,2009
1,121.74,1,14,2009
-0.57,132.85,1,14,2009
-7.99,113.05,1,15,2009
-0.64,132.9,1,15,2009
-22.32,170.41,1,15,2009
-22.56,170.76,1,15,2009
-0.86,133.11,1,15,2009
-0.72,133,1,15,2009
1.87,127.29,1,15,2009
-0.49,132.89,1,15,2009
-10.34,161.4,1,15,2009
-25.48,127.16,1,15,2009
-5.15,133.92,1,15,2009
46.62,155.09,1,15,2009
-0.74,133.63,1,15,2009
10.28,111.88,1,15,2009
-2.14,113.7,1,15,2009
0.58,94.84,1,15,2009
-1.2,126.92,1,15,2009
10.36,116.04,1,15,2009
3.97,110.54,1,15,2009
-0.73,133.21,1,15,2009
-9.01,108.17,1,15,2009
-3.75,120.15,1,15,2009
-0.65,132.79,1,15,2009
-0.21,132.59,1,15,2009
-0.46,132.87,1,15,2009
-0.3,132.7,1,16,2009
-2.95,129.84,1,16,2009
-7.58,109.24,1,16,2009
-15.31,167.66,1,16,2009
0.04,124.65,1,16,2009
-8.88,110.59,1,16,2009
-0.74,132.77,1,16,2009
2.73,95.31,1,16,2009
-1.46,120.32,1,16,2009
-0.07,122.9,1,16,2009
-22.58,170.83,1,16,2009
-19.43,147.12,1,16,2009
-2.2,131.02,1,16,2009
-7.65,106.94,1,16,2009
-8.27,112.4,1,16,2009
-0.22,132.31,1,16,2009
-0.71,133.46,1,17,2009
5.13,94.41,1,17,2009
4.34,95.72,1,17,2009
1.06,98.61,1,17,2009
-0.42,132.81,1,17,2009
43.78,149.95,1,17,2009
-2.63,138.42,1,17,2009
1.63,97.85,1,17,2009
-0.18,132.46,1,17,2009
-8.77,111.56,1,17,2009
0.89,98.27,1,17,2009
1.05,126.31,1,17,2009
-7.7,110.52,1,17,2009
-0.46,130.65,1,17,2009
-0.5,131.66,1,17,2009
-4.81,104.91,1,17,2009
0.42,99.53,1,17,2009
-3.45,137,1,18,2009
-8.93,111.41,1,18,2009
-0.44,132.31,1,18,2009
-7.39,129.53,1,18,2009
-9.23,114.52,1,18,2009
1.58,126.52,1,18,2009
-5.39,103.85,1,18,2009
-0.79,133.1,1,18,2009
-29.97,-177.72,1,18,2009
2.67,118.78,1,18,2009
13.43,136.62,1,18,2009
-11.66,112.85,1,18,2009
-0.74,132.25,1,18,2009
0.32,122.07,1,18,2009
2.82,128.47,1,18,2009
5.14,126.45,1,18,2009
-0.7,131.76,1,19,2009
-0.56,131.73,1,19,2009
-0.61,132.94,1,19,2009
-5.2,134.89,1,19,2009
-4.72,120.6,1,19,2009
-2.1,130.25,1,19,2009
-9.2,111.52,1,19,2009
-22.7,170.35,1,19,2009
-22.74,171.22,1,19,2009
-16.95,118.09,1,19,2009
-2.49,110.64,1,19,2009
-22.5,169.79,1,19,2009
-2.59,134.77,1,19,2009
-0.7,133.23,1,19,2009
-4.24,129.35,1,19,2009
1.03,126.65,1,19,2009
-8.99,111.8,1,19,2009
-2.44,120.07,1,19,2009
7.65,127.17,1,19,2009
-2.51,119.95,1,19,2009
-8.78,113.63,1,19,2009
-22.91,170.18,1,19,2009
-4.79,112.45,1,19,2009
-8.08,106.06,1,20,2009
-7.83,106.06,1,20,2009
-0.93,133.73,1,20,2009
-7.95,106.06,1,20,2009
-8.15,106.22,1,20,2009
0.67,120.75,1,20,2009
1.25,134.6,1,20,2009
4.34,127.61,1,20,2009
-0.71,133.36,1,20,2009
-4.43,129.89,1,20,2009
-5.27,35.28,1,20,2009
-10.6,114.95,1,20,2009
-10.75,114.9,1,20,2009
-0.05,132.98,1,20,2009
-10.4,114.87,1,20,2009
-6.34,129.04,1,20,2009
-0.38,131.78,1,20,2009
-8.46,112.06,1,20,2009
1.37,126.3,1,20,2009
3.1,127.7,1,20,2009
-10.73,114.98,1,20,2009
-0.11,132.75,1,20,2009
1.88,127.41,1,20,2009
-0.78,133.25,1,21,2009
1.09,126.19,1,21,2009
-0.7,133.21,1,21,2009
-4.62,130.61,1,21,2009
-19.96,66.29,1,21,2009
-0.61,132.8,1,21,2009
-7.11,107.18,1,21,2009
-6.09,130.97,1,21,2009
-0.58,132.74,1,21,2009
-2.38,100.15,1,21,2009
-22.6,171.1,1,21,2009
-4.87,112.23,1,21,2009
-6.48,131.4,1,21,2009
-6.82,108.61,1,22,2009
-0.65,132.75,1,22,2009
47.06,155.7,1,22,2009
-0.41,132.94,1,22,2009
-0.56,133.13,1,22,2009
-9.32,112.45,1,22,2009
-6.44,148.46,1,22,2009
6.89,129.28,1,22,2009
-5.39,119.83,1,22,2009
6.97,134.72,1,22,2009
1.13,121.76,1,22,2009
-7.52,128.69,1,22,2009
-4.18,125.01,1,22,2009
-8.65,110.04,1,22,2009
3.23,97.86,1,22,2009
3.24,125.69,1,23,2009
-15.3,169.26,1,23,2009
-8.67,108.12,1,23,2009
-7.8,97.13,1,23,2009
0.03,123.61,1,23,2009
-6.49,154.96,1,23,2009
-5.84,131.04,1,23,2009
0.11,126.13,1,23,2009
-0.32,122.96,1,23,2009
-8.1,107.96,1,23,2009
-1.22,127.01,1,23,2009
-0.66,126.84,1,23,2009
-0.96,131.27,1,23,2009
21.27,121.27,1,23,2009
-39.37,-68.9,1,23,2009
-5.39,104.2,1,23,2009
-6.2,115.8,1,23,2009
0.21,131.48,1,23,2009
0.29,124.26,1,23,2009
-0.75,134.11,1,23,2009
-7.4,129.94,1,23,2009
-0.83,132.54,1,23,2009
-29.09,-174.88,1,23,2009
3.6,126.84,1,23,2009
-4.02,121.83,1,23,2009
-2.38,130.05,1,23,2009
0.15,97.06,1,24,2009
-28.3,-175.91,1,24,2009
-23.48,138.99,1,24,2009
-17.43,116.77,1,24,2009
-1.9,130.45,1,24,2009
25.14,126.17,1,24,2009
3.84,126.31,1,24,2009
-4.09,121.92,1,24,2009
-0.66,133.27,1,24,2009
-6.26,130.41,1,24,2009
3.12,111.04,1,24,2009
0.62,124.55,1,24,2009
-19.67,-179.22,1,24,2009
-22.44,139.81,1,24,2009
-15.83,145.73,1,24,2009
-14.61,131.67,1,24,2009
-7.93,107.21,1,24,2009
-0.94,133.02,1,24,2009
-1.7,118.75,1,24,2009
-7.79,113.79,1,24,2009
-4.22,127.25,1,24,2009
-0.45,132.85,1,24,2009
-0.5,132.92,1,24,2009
-8.49,125.11,1,24,2009
-2.8,140.9,1,24,2009
59.39,-153.53,1,24,2009
2.38,128.47,1,24,2009
-0.29,132.94,1,24,2009
-6.18,130.49,1,24,2009
3.3,96.13,1,24,2009
5.41,126.4,1,24,2009
-1.73,119.5,1,25,2009
1.16,126.61,1,25,2009
43.17,80.88,1,25,2009
-1.6,131.96,1,25,2009
-0.38,132.82,1,25,2009
-7.27,106.72,1,25,2009
-2.03,119.62,1,25,2009
-9.63,113.97,1,25,2009
4.92,99.1,1,25,2009
-3.28,131.6,1,25,2009
-3.17,130.98,1,25,2009
2.53,98.63,1,25,2009
-7.2,130.42,1,25,2009
-8.58,112.22,1,25,2009
-8.07,107.98,1,25,2009
0.88,97.47,1,25,2009
-4.57,102.79,1,26,2009
0.99,126.11,1,26,2009
-0.05,99.83,1,26,2009
0.85,126.14,1,26,2009
1.7,126.34,1,26,2009
3.53,126.71,1,26,2009
-7.83,107.22,1,26,2009
-17.94,-178.73,1,26,2009
-19.28,144.22,1,26,2009
-2.95,114.97,1,26,2009
1.45,103.22,1,26,2009
-2.75,118.45,1,26,2009
1.28,122.09,1,26,2009
-0.77,127.39,1,26,2009
-4.85,150.22,1,26,2009
3.44,97.91,1,26,2009
-0.49,133.28,1,26,2009
-0.54,133.1,1,26,2009
-0.53,133.98,1,26,2009
4.11,125.77,1,26,2009
52.03,-171.18,1,26,2009
51.61,-177.17,1,26,2009
17.44,117.06,1,26,2009
-3.14,126.89,1,26,2009
-0.3,98.07,1,26,2009
0.81,126.1,1,26,2009
-0.4,98.23,1,26,2009
57.36,120.75,1,26,2009
-5.13,101.95,1,26,2009
0.07,124.03,1,26,2009
-11.62,117.47,1,27,2009
-17.99,-178.72,1,27,2009
-20.09,117.71,1,27,2009
-3.58,111.43,1,27,2009
-1.11,130.84,1,27,2009
2.02,122.82,1,27,2009
-2.02,121.26,1,27,2009
1.24,96.86,1,27,2009
3.45,126.11,1,27,2009
3.85,95.93,1,27,2009
1.04,126.86,1,27,2009
0.3,121.89,1,27,2009
2.55,95.13,1,27,2009
1.66,127.52,1,27,2009
-7.85,107.16,1,27,2009
-6.59,108.22,1,27,2009
0.37,97.26,1,27,2009
0.72,99.88,1,27,2009
-0.97,97.58,1,28,2009
-0.3,98.21,1,28,2009
-0.25,98.42,1,28,2009
-0.15,98.36,1,28,2009
-0.37,98.38,1,28,2009
-2.83,136.5,1,28,2009
-0.31,98.21,1,28,2009
0.13,122.94,1,28,2009
-9.3,124.15,1,28,2009
0.53,126.31,1,28,2009
7.74,127.24,1,28,2009
-0.13,122.9,1,28,2009
-0.41,133.56,1,28,2009
-17.19,-172.31,1,28,2009
0.78,121.15,1,28,2009
-0.62,125.18,1,28,2009
0.49,121.43,1,28,2009
-5.91,130.56,1,28,2009
-2.66,120.2,1,28,2009
1.22,126.14,1,28,2009
-1.18,116.52,1,28,2009
-7.76,106.39,1,28,2009
-0.67,132.57,1,28,2009
0.96,126.57,1,28,2009
1.72,97.7,1,28,2009
-0.36,98.17,1,28,2009
2.4,128.43,1,28,2009
0.19,125.89,1,28,2009
1.75,96.95,1,28,2009
0.85,97.28,1,28,2009
13.59,92.84,1,28,2009
3.23,98.61,1,28,2009
-0.36,98.39,1,28,2009
0.25,123.99,1,29,2009
-0.66,133.24,1,29,2009
-1.02,138.63,1,29,2009
-6.31,105.72,1,29,2009
-9.3,124.13,1,29,2009
-9.41,124.03,1,29,2009
-7.22,125.64,1,29,2009
0.06,98.55,1,29,2009
-0.32,122.62,1,29,2009
13.27,126,1,29,2009
-4.28,132.82,1,29,2009
-8,110.42,1,29,2009
-9.8,107.35,1,29,2009
-1.41,122.68,1,29,2009
10.97,125.1,1,29,2009
4.49,119.9,1,29,2009
0.3,114.67,1,29,2009
1,97.62,1,30,2009
-2.28,120.65,1,30,2009
-9.05,110.72,1,30,2009
1.74,126.44,1,30,2009
-0.81,121.89,1,30,2009
2.7,95.4,1,30,2009
-8.46,120.05,1,30,2009
-2.01,120.36,1,30,2009
-2.6,127.33,1,30,2009
1,126.14,1,30,2009
2.39,98.9,1,30,2009
-0.56,98.09,1,31,2009
-2.6,127.17,1,31,2009
-2.4,129.94,1,31,2009
-0.84,133.28,1,31,2009
-0.65,133.31,1,31,2009
6.27,120.64,1,31,2009
-2.99,126.79,1,31,2009
11.64,95.47,1,31,2009
3.74,96.53,1,31,2009
5.16,94.95,1,31,2009
-6.03,130.49,1,31,2009
-3.53,140.5,1,31,2009
-9.58,109.74,1,31,2009
-0.58,132.86,1,31,2009
11.46,95.73,1,31,2009
-9,110.7,1,31,2009
0.03,126.31,1,31,2009
-3.92,128.01,1,31,2009
-9.57,112.79,1,31,2009
37,141.39,1,31,2009
36.5,141.15,1,31,2009
